s_State,s_Volume,s_state_id,s_lat,s_lon,e_locality,e_locality_id,e_lat,e_lon,e_Volume
South Darfur,2250,SD03,12.43421673,34.35317275,Mershing,SD03145,12.553172,24.982087,74190
North Darfur,330,SD02,12.43421673,34.35317275,Nitega,SD03151,12.57805,25.271605,500
South Darfur,2250,SD03,12.43421673,34.35317275,Nitega,SD03151,12.57805,25.271605,28505
East Darfur,1250,SD05,12.43421673,34.35317275,Nyala Janoub,SD03167,12.022886,24.825308,750
North Darfur,330,SD02,12.43421673,34.35317275,Nyala Janoub,SD03167,12.022886,24.825308,1105
South Darfur,2250,SD03,12.43421673,34.35317275,Nyala Janoub,SD03167,12.022886,24.825308,76902
West Darfur,20855,SD04,12.43421673,34.35317275,Nyala Janoub,SD03167,12.022886,24.825308,175
North Darfur,330,SD02,12.43421673,34.35317275,Nyala Shimal,SD03164,#N/A,#N/A,4480
South Darfur,2250,SD03,12.43421673,34.35317275,Nyala Shimal,SD03164,#N/A,#N/A,314337
West Darfur,20855,SD04,12.43421673,34.35317275,Nyala Shimal,SD03164,#N/A,#N/A,9833
Central Darfur,900,SD06,12.43421673,34.35317275,Rehaid Albirdi,SD03158,11.01135,23.560735,1240
Khartoum,40610,SD01,12.43421673,34.35317275,Rehaid Albirdi,SD03158,11.01135,23.560735,252
South Darfur,2250,SD03,12.43421673,34.35317275,Rehaid Albirdi,SD03158,11.01135,23.560735,29173
Central Darfur,900,SD06,12.43421673,34.35317275,Sharg Aj Jabal,SD03147,12.875603,24.488907,650
North Darfur,330,SD02,12.43421673,34.35317275,Sharg Aj Jabal,SD03147,12.875603,24.488907,9145
South Darfur,2250,SD03,12.43421673,34.35317275,Sharg Aj Jabal,SD03147,12.875603,24.488907,35705
Khartoum,40610,SD01,12.43421673,34.35317275,Shattaya,SD03154,#N/A,#N/A,585
North Darfur,330,SD02,12.43421673,34.35317275,Shattaya,SD03154,#N/A,#N/A,450
South Darfur,2250,SD03,12.43421673,34.35317275,Shattaya,SD03154,#N/A,#N/A,920
Aj Jazirah,65,SD15,12.43421673,34.35317275,Tulus,SD03149,11.233746,24.946552,75
Khartoum,40610,SD01,12.43421673,34.35317275,Tulus,SD03149,11.233746,24.946552,300
South Darfur,2250,SD03,12.43421673,34.35317275,Tulus,SD03149,11.233746,24.946552,20775
South Darfur,2250,SD03,12.43421673,34.35317275,Um Dafoug,SD03146,10.553461,23.76361,3835
Aj Jazirah,65,SD15,12.43421673,34.35317275,Abassiya,SD07090,12.321521,31.300937,1760
Blue Nile,,SD08,12.43421673,34.35317275,Abassiya,SD07090,12.321521,31.300937,422
Khartoum,40610,SD01,12.43421673,34.35317275,Abassiya,SD07090,12.321521,31.300937,13130
North Kordofan,3910,SD13,12.43421673,34.35317275,Abassiya,SD07090,12.321521,31.300937,4655
South Kordofan,645,SD07,12.43421673,34.35317275,Abassiya,SD07090,12.321521,31.300937,46460
Aj Jazirah,65,SD15,12.43421673,34.35317275,Abu Jubayhah,SD07088,11.148388,31.725415,1130
Blue Nile,,SD08,12.43421673,34.35317275,Abu Jubayhah,SD07088,11.148388,31.725415,175
Khartoum,40610,SD01,12.43421673,34.35317275,Abu Jubayhah,SD07088,11.148388,31.725415,13186
North Kordofan,3910,SD13,12.43421673,34.35317275,Abu Jubayhah,SD07088,11.148388,31.725415,3762
Sennar,30,SD14,12.43421673,34.35317275,Abu Jubayhah,SD07088,11.148388,31.725415,410
South Kordofan,645,SD07,12.43421673,34.35317275,Abu Jubayhah,SD07088,11.148388,31.725415,41087
Khartoum,40610,SD01,12.43421673,34.35317275,Abu Kershola,SD07104,12.014373,30.801127,4111
North Kordofan,3910,SD13,12.43421673,34.35317275,Abu Kershola,SD07104,12.014373,30.801127,7581
South Kordofan,645,SD07,12.43421673,34.35317275,Abu Kershola,SD07104,12.014373,30.801127,13901
Aj Jazirah,65,SD15,12.43421673,34.35317275,Al Leri,SD07105,10.130087,30.837483,70
Khartoum,40610,SD01,12.43421673,34.35317275,Al Leri,SD07105,10.130087,30.837483,2136
North Kordofan,3910,SD13,12.43421673,34.35317275,Al Leri,SD07105,10.130087,30.837483,285
Sennar,30,SD14,12.43421673,34.35317275,Al Leri,SD07105,10.130087,30.837483,5
South Darfur,2250,SD03,12.43421673,34.35317275,Al Leri,SD07105,10.130087,30.837483,10
South Kordofan,645,SD07,12.43421673,34.35317275,Al Leri,SD07105,10.130087,30.837483,4917
Khartoum,40610,SD01,12.43421673,34.35317275,Al Quoz,SD07094,12.46781,29.924219,1705
North Kordofan,3910,SD13,12.43421673,34.35317275,Al Quoz,SD07094,12.46781,29.924219,40
South Kordofan,645,SD07,12.43421673,34.35317275,Al Quoz,SD07094,12.46781,29.924219,7785
Aj Jazirah,65,SD15,12.43421673,34.35317275,Ar Rashad,SD07093,11.785499,31.091876,395
Khartoum,40610,SD01,12.43421673,34.35317275,Ar Rashad,SD07093,11.785499,31.091876,3865
North Kordofan,3910,SD13,12.43421673,34.35317275,Ar Rashad,SD07093,11.785499,31.091876,250
South Kordofan,645,SD07,12.43421673,34.35317275,Ar Rashad,SD07093,11.785499,31.091876,17504
West Kordofan,665,SD18,12.43421673,34.35317275,Ar Rashad,SD07093,11.785499,31.091876,20
White Nile,1232,SD09,12.43421673,34.35317275,Ar Rashad,SD07093,11.785499,31.091876,80
South Kordofan,645,SD07,12.43421673,34.35317275,Ar Reif Ash Shargi,SD07097,11.260003,29.853661,38985
West Kordofan,665,SD18,12.43421673,34.35317275,Ar Reif Ash Shargi,SD07097,11.260003,29.853661,45
Aj Jazirah,65,SD15,12.43421673,34.35317275,At Tadamon - SK,SD07106,12.052538,31.679317,15
Central Darfur,900,SD06,12.43421673,34.35317275,At Tadamon - SK,SD07106,12.052538,31.679317,282
Khartoum,40610,SD01,12.43421673,34.35317275,At Tadamon - SK,SD07106,12.052538,31.679317,1137
North Kordofan,3910,SD13,12.43421673,34.35317275,At Tadamon - SK,SD07106,12.052538,31.679317,165
South Darfur,2250,SD03,12.43421673,34.35317275,At Tadamon - SK,SD07106,12.052538,31.679317,250
South Kordofan,645,SD07,12.43421673,34.35317275,At Tadamon - SK,SD07106,12.052538,31.679317,345
White Nile,1232,SD09,12.43421673,34.35317275,At Tadamon - SK,SD07106,12.052538,31.679317,59
Khartoum,40610,SD01,12.43421673,34.35317275,Delami,SD07107,11.640414,30.325102,1020
South Kordofan,645,SD07,12.43421673,34.35317275,Delami,SD07107,11.640414,30.325102,4561
Khartoum,40610,SD01,12.43421673,34.35317275,Dilling,SD07095,11.931878,29.526205,6513
North Kordofan,3910,SD13,12.43421673,34.35317275,Dilling,SD07095,11.931878,29.526205,15
South Kordofan,645,SD07,12.43421673,34.35317275,Dilling,SD07095,11.931878,29.526205,31207
West Kordofan,665,SD18,12.43421673,34.35317275,Dilling,SD07095,11.931878,29.526205,5120
Khartoum,40610,SD01,12.43421673,34.35317275,Ghadeer,SD07108,10.705333,31.107582,2915
South Kordofan,645,SD07,12.43421673,34.35317275,Ghadeer,SD07108,10.705333,31.107582,11953
Khartoum,40610,SD01,12.43421673,34.35317275,Habila - SK,SD07103,11.983229,30.059404,205
North Kordofan,3910,SD13,12.43421673,34.35317275,Habila - SK,SD07103,11.983229,30.059404,15
South Kordofan,645,SD07,12.43421673,34.35317275,Habila - SK,SD07103,11.983229,30.059404,10525
West Kordofan,665,SD18,12.43421673,34.35317275,Habila - SK,SD07103,11.983229,30.059404,180
Khartoum,40610,SD01,12.43421673,34.35317275,Kadugli,SD07098,11.061683,29.582842,6649
North Kordofan,3910,SD13,12.43421673,34.35317275,Kadugli,SD07098,11.061683,29.582842,295
South Darfur,2250,SD03,12.43421673,34.35317275,Kadugli,SD07098,11.061683,29.582842,5
South Kordofan,645,SD07,12.43421673,34.35317275,Kadugli,SD07098,11.061683,29.582842,71059
West Kordofan,665,SD18,12.43421673,34.35317275,Kadugli,SD07098,11.061683,29.582842,6497
White Nile,1232,SD09,12.43421673,34.35317275,Kadugli,SD07098,11.061683,29.582842,10
Aj Jazirah,65,SD15,12.43421673,34.35317275,Talawdi,SD07089,10.555725,30.405758,245
Khartoum,40610,SD01,12.43421673,34.35317275,Talawdi,SD07089,10.555725,30.405758,1895
North Darfur,330,SD02,12.43421673,34.35317275,Talawdi,SD07089,10.555725,30.405758,5
North Kordofan,3910,SD13,12.43421673,34.35317275,Talawdi,SD07089,10.555725,30.405758,10
South Darfur,2250,SD03,12.43421673,34.35317275,Talawdi,SD07089,10.555725,30.405758,10
South Kordofan,645,SD07,12.43421673,34.35317275,Talawdi,SD07089,10.555725,30.405758,8404
Aj Jazirah,65,SD15,12.43421673,34.35317275,Ag Geneina,SD04115,13.35858,22.35312,675
Central Darfur,900,SD06,12.43421673,34.35317275,Ag Geneina,SD04115,13.35858,22.35312,2365
East Darfur,1250,SD05,12.43421673,34.35317275,Ag Geneina,SD04115,13.35858,22.35312,2445
Gedaref,,SD12,12.43421673,34.35317275,Ag Geneina,SD04115,13.35858,22.35312,40
Khartoum,40610,SD01,12.43421673,34.35317275,Ag Geneina,SD04115,13.35858,22.35312,20935
North Darfur,330,SD02,12.43421673,34.35317275,Ag Geneina,SD04115,13.35858,22.35312,10535
North Kordofan,3910,SD13,12.43421673,34.35317275,Ag Geneina,SD04115,13.35858,22.35312,55
Sennar,30,SD14,12.43421673,34.35317275,Ag Geneina,SD04115,13.35858,22.35312,50
South Darfur,2250,SD03,12.43421673,34.35317275,Ag Geneina,SD04115,13.35858,22.35312,8120
West Darfur,20855,SD04,12.43421673,34.35317275,Ag Geneina,SD04115,13.35858,22.35312,51035
West Kordofan,665,SD18,12.43421673,34.35317275,Ag Geneina,SD04115,13.35858,22.35312,80
White Nile,1232,SD09,12.43421673,34.35317275,Ag Geneina,SD04115,13.35858,22.35312,75
Khartoum,40610,SD01,12.43421673,34.35317275,Beida,SD04111,12.887752,22.042525,160
South Darfur,2250,SD03,12.43421673,34.35317275,Beida,SD04111,12.887752,22.042525,135
West Darfur,20855,SD04,12.43421673,34.35317275,Beida,SD04111,12.887752,22.042525,2125
White Nile,1232,SD09,12.43421673,34.35317275,Beida,SD04111,12.887752,22.042525,35
Aj Jazirah,65,SD15,12.43421673,34.35317275,Foro Baranga,SD04121,12.241949,22.60086,525
Central Darfur,900,SD06,12.43421673,34.35317275,Foro Baranga,SD04121,12.241949,22.60086,6300
East Darfur,1250,SD05,12.43421673,34.35317275,Foro Baranga,SD04121,12.241949,22.60086,230
Khartoum,40610,SD01,12.43421673,34.35317275,Foro Baranga,SD04121,12.241949,22.60086,3225
North Darfur,330,SD02,12.43421673,34.35317275,Foro Baranga,SD04121,12.241949,22.60086,335
South Darfur,2250,SD03,12.43421673,34.35317275,Foro Baranga,SD04121,12.241949,22.60086,1935
West Darfur,20855,SD04,12.43421673,34.35317275,Foro Baranga,SD04121,12.241949,22.60086,11420
Central Darfur,900,SD06,12.43421673,34.35317275,Habila - WD,SD04122,12.67591,22.45467,385
Khartoum,40610,SD01,12.43421673,34.35317275,Habila - WD,SD04122,12.67591,22.45467,200
South Darfur,2250,SD03,12.43421673,34.35317275,Habila - WD,SD04122,12.67591,22.45467,140
West Darfur,20855,SD04,12.43421673,34.35317275,Habila - WD,SD04122,12.67591,22.45467,25395
Aj Jazirah,65,SD15,12.43421673,34.35317275,Jebel Moon,SD04123,14.057811,22.878224,175
Khartoum,40610,SD01,12.43421673,34.35317275,Jebel Moon,SD04123,14.057811,22.878224,415
North Darfur,330,SD02,12.43421673,34.35317275,Jebel Moon,SD04123,14.057811,22.878224,350
West Darfur,20855,SD04,12.43421673,34.35317275,Jebel Moon,SD04123,14.057811,22.878224,51705
Aj Jazirah,65,SD15,12.43421673,34.35317275,Kereneik,SD04125,13.330925,22.821153,40
Central Darfur,900,SD06,12.43421673,34.35317275,Kereneik,SD04125,13.330925,22.821153,10160
Khartoum,40610,SD01,12.43421673,34.35317275,Kereneik,SD04125,13.330925,22.821153,250
North Darfur,330,SD02,12.43421673,34.35317275,Kereneik,SD04125,13.330925,22.821153,640
South Darfur,2250,SD03,12.43421673,34.35317275,Kereneik,SD04125,13.330925,22.821153,935
West Darfur,20855,SD04,12.43421673,34.35317275,Kereneik,SD04125,13.330925,22.821153,51805
Khartoum,40610,SD01,12.43421673,34.35317275,Kulbus,SD04127,14.51589,22.711433,75
North Darfur,330,SD02,12.43421673,34.35317275,Kulbus,SD04127,14.51589,22.711433,105
South Darfur,2250,SD03,12.43421673,34.35317275,Kulbus,SD04127,14.51589,22.711433,260
West Darfur,20855,SD04,12.43421673,34.35317275,Kulbus,SD04127,14.51589,22.711433,30957
Khartoum,40610,SD01,12.43421673,34.35317275,Sirba,SD04134,13.815601,22.44664,135
West Darfur,20855,SD04,12.43421673,34.35317275,Sirba,SD04134,13.815601,22.44664,32425
Aj Jazirah,65,SD15,12.43421673,34.35317275,Abu Zabad,SD18028,12.645239,29.306019,390
Blue Nile,,SD08,12.43421673,34.35317275,Abu Zabad,SD18028,12.645239,29.306019,150
Central Darfur,900,SD06,12.43421673,34.35317275,Abu Zabad,SD18028,12.645239,29.306019,45
Khartoum,40610,SD01,12.43421673,34.35317275,Abu Zabad,SD18028,12.645239,29.306019,9015
North Kordofan,3910,SD13,12.43421673,34.35317275,Abu Zabad,SD18028,12.645239,29.306019,3184
South Darfur,2250,SD03,12.43421673,34.35317275,Abu Zabad,SD18028,12.645239,29.306019,225
South Kordofan,645,SD07,12.43421673,34.35317275,Abu Zabad,SD18028,12.645239,29.306019,3892
West Kordofan,665,SD18,12.43421673,34.35317275,Abu Zabad,SD18028,12.645239,29.306019,15466
White Nile,1232,SD09,12.43421673,34.35317275,Abu Zabad,SD18028,12.645239,29.306019,160
Khartoum,40610,SD01,12.43421673,34.35317275,Abyei,SD18087,10.833424,27.684931,3550
South Darfur,2250,SD03,12.43421673,34.35317275,Abyei,SD18087,10.833424,27.684931,130
West Kordofan,665,SD18,12.43421673,34.35317275,Abyei,SD18087,10.833424,27.684931,18733
Khartoum,40610,SD01,12.43421673,34.35317275,Al Dibab,SD18103,10.305377,28.746786,8615
West Kordofan,665,SD18,12.43421673,34.35317275,Al Dibab,SD18103,10.305377,28.746786,13926
East Darfur,1250,SD05,12.43421673,34.35317275,Al Idia,SD18104,11.93892,27.906768,9160
Khartoum,40610,SD01,12.43421673,34.35317275,Al Idia,SD18104,11.93892,27.906768,6234
North Darfur,330,SD02,12.43421673,34.35317275,Al Idia,SD18104,11.93892,27.906768,567
North Kordofan,3910,SD13,12.43421673,34.35317275,Al Idia,SD18104,11.93892,27.906768,1265
South Darfur,2250,SD03,12.43421673,34.35317275,Al Idia,SD18104,11.93892,27.906768,150
West Kordofan,665,SD18,12.43421673,34.35317275,Al Idia,SD18104,11.93892,27.906768,46369
Khartoum,40610,SD01,12.43421673,34.35317275,Al Khiwai,SD18105,13.301541,28.995984,1107
North Kordofan,3910,SD13,12.43421673,34.35317275,Al Khiwai,SD18105,13.301541,28.995984,6598
South Kordofan,645,SD07,12.43421673,34.35317275,Al Khiwai,SD18105,13.301541,28.995984,50
West Kordofan,665,SD18,12.43421673,34.35317275,Al Khiwai,SD18105,13.301541,28.995984,2320
White Nile,1232,SD09,12.43421673,34.35317275,Al Khiwai,SD18105,13.301541,28.995984,5
Blue Nile,,SD08,12.43421673,34.35317275,Al Lagowa,SD18102,11.353771,28.947703,35
Khartoum,40610,SD01,12.43421673,34.35317275,Al Lagowa,SD18102,11.353771,28.947703,1029
North Kordofan,3910,SD13,12.43421673,34.35317275,Al Lagowa,SD18102,11.353771,28.947703,746
South Kordofan,645,SD07,12.43421673,34.35317275,Al Lagowa,SD18102,11.353771,28.947703,3928
West Kordofan,665,SD18,12.43421673,34.35317275,Al Lagowa,SD18102,11.353771,28.947703,16320
Central Darfur,900,SD06,12.43421673,34.35317275,Al Meiram,SD18106,10.183227,27.701045,420
Khartoum,40610,SD01,12.43421673,34.35317275,Al Meiram,SD18106,10.183227,27.701045,2515
North Kordofan,3910,SD13,12.43421673,34.35317275,Al Meiram,SD18106,10.183227,27.701045,5
West Kordofan,665,SD18,12.43421673,34.35317275,Al Meiram,SD18106,10.183227,27.701045,7289
Blue Nile,,SD08,12.43421673,34.35317275,An Nuhud,SD18022,13.165317,28.3054,6
Central Darfur,900,SD06,12.43421673,34.35317275,An Nuhud,SD18022,13.165317,28.3054,20
Khartoum,40610,SD01,12.43421673,34.35317275,An Nuhud,SD18022,13.165317,28.3054,15788
North Darfur,330,SD02,12.43421673,34.35317275,An Nuhud,SD18022,13.165317,28.3054,279
North Kordofan,3910,SD13,12.43421673,34.35317275,An Nuhud,SD18022,13.165317,28.3054,1040
South Darfur,2250,SD03,12.43421673,34.35317275,An Nuhud,SD18022,13.165317,28.3054,25
South Kordofan,645,SD07,12.43421673,34.35317275,An Nuhud,SD18022,13.165317,28.3054,320
West Kordofan,665,SD18,12.43421673,34.35317275,An Nuhud,SD18022,13.165317,28.3054,30269
East Darfur,1250,SD05,12.43421673,34.35317275,As Salam - WK,SD18086,11.304914,28.217431,64
Khartoum,40610,SD01,12.43421673,34.35317275,As Salam - WK,SD18086,11.304914,28.217431,8943
North Kordofan,3910,SD13,12.43421673,34.35317275,As Salam - WK,SD18086,11.304914,28.217431,10
South Darfur,2250,SD03,12.43421673,34.35317275,As Salam - WK,SD18086,11.304914,28.217431,20
South Kordofan,645,SD07,12.43421673,34.35317275,As Salam - WK,SD18086,11.304914,28.217431,195
West Kordofan,665,SD18,12.43421673,34.35317275,As Salam - WK,SD18086,11.304914,28.217431,26969
Aj Jazirah,65,SD15,12.43421673,34.35317275,As Sunut,SD18092,12.025664,28.908089,35
East Darfur,1250,SD05,12.43421673,34.35317275,As Sunut,SD18092,12.025664,28.908089,5
Khartoum,40610,SD01,12.43421673,34.35317275,As Sunut,SD18092,12.025664,28.908089,1953
North Kordofan,3910,SD13,12.43421673,34.35317275,As Sunut,SD18092,12.025664,28.908089,1181
South Kordofan,645,SD07,12.43421673,34.35317275,As Sunut,SD18092,12.025664,28.908089,425
West Kordofan,665,SD18,12.43421673,34.35317275,As Sunut,SD18092,12.025664,28.908089,7158
Central Darfur,900,SD06,12.43421673,34.35317275,Babanusa,SD18100,11.323818,27.590653,54
East Darfur,1250,SD05,12.43421673,34.35317275,Babanusa,SD18100,11.323818,27.590653,3055
Khartoum,40610,SD01,12.43421673,34.35317275,Babanusa,SD18100,11.323818,27.590653,1469
West Darfur,20855,SD04,12.43421673,34.35317275,Babanusa,SD18100,11.323818,27.590653,51
West Kordofan,665,SD18,12.43421673,34.35317275,Babanusa,SD18100,11.323818,27.590653,27958
East Darfur,1250,SD05,12.43421673,34.35317275,Ghubaish,SD18021,12.29314,27.493797,1725
Khartoum,40610,SD01,12.43421673,34.35317275,Ghubaish,SD18021,12.29314,27.493797,4716
North Darfur,330,SD02,12.43421673,34.35317275,Ghubaish,SD18021,12.29314,27.493797,3373
North Kordofan,3910,SD13,12.43421673,34.35317275,Ghubaish,SD18021,12.29314,27.493797,810
South Darfur,2250,SD03,12.43421673,34.35317275,Ghubaish,SD18021,12.29314,27.493797,712
West Kordofan,665,SD18,12.43421673,34.35317275,Ghubaish,SD18021,12.29314,27.493797,2597
East Darfur,1250,SD05,12.43421673,34.35317275,Keilak,SD18085,10.60813,29.315316,516
Khartoum,40610,SD01,12.43421673,34.35317275,Keilak,SD18085,10.60813,29.315316,645
North Kordofan,3910,SD13,12.43421673,34.35317275,Keilak,SD18085,10.60813,29.315316,160
South Kordofan,645,SD07,12.43421673,34.35317275,Keilak,SD18085,10.60813,29.315316,3128
West Kordofan,665,SD18,12.43421673,34.35317275,Keilak,SD18085,10.60813,29.315316,13479
Khartoum,40610,SD01,12.43421673,34.35317275,Wad Bandah,SD18029,13.212707,27.716197,3519
North Darfur,330,SD02,12.43421673,34.35317275,Wad Bandah,SD18029,13.212707,27.716197,728
North Kordofan,3910,SD13,12.43421673,34.35317275,Wad Bandah,SD18029,13.212707,27.716197,203
West Kordofan,665,SD18,12.43421673,34.35317275,Wad Bandah,SD18029,13.212707,27.716197,2604
Aj Jazirah,65,SD15,12.43421673,34.35317275,Ad Diwaim,SD09044,13.968012,31.981474,3849
Blue Nile,,SD08,12.43421673,34.35317275,Ad Diwaim,SD09044,13.968012,31.981474,175
Khartoum,40610,SD01,12.43421673,34.35317275,Ad Diwaim,SD09044,13.968012,31.981474,69750
North Kordofan,3910,SD13,12.43421673,34.35317275,Ad Diwaim,SD09044,13.968012,31.981474,13
South Darfur,2250,SD03,12.43421673,34.35317275,Ad Diwaim,SD09044,13.968012,31.981474,24
South Kordofan,645,SD07,12.43421673,34.35317275,Ad Diwaim,SD09044,13.968012,31.981474,500
White Nile,1232,SD09,12.43421673,34.35317275,Ad Diwaim,SD09044,13.968012,31.981474,5401
Aj Jazirah,65,SD15,12.43421673,34.35317275,Aj Jabalain,SD09051,12.674495,32.967693,7133
Blue Nile,,SD08,12.43421673,34.35317275,Aj Jabalain,SD09051,12.674495,32.967693,13173
Central Darfur,900,SD06,12.43421673,34.35317275,Aj Jabalain,SD09051,12.674495,32.967693,150
Khartoum,40610,SD01,12.43421673,34.35317275,Aj Jabalain,SD09051,12.674495,32.967693,91442
North Darfur,330,SD02,12.43421673,34.35317275,Aj Jabalain,SD09051,12.674495,32.967693,10
North Kordofan,3910,SD13,12.43421673,34.35317275,Aj Jabalain,SD09051,12.674495,32.967693,1393
Sennar,30,SD14,12.43421673,34.35317275,Aj Jabalain,SD09051,12.674495,32.967693,6371
South Darfur,2250,SD03,12.43421673,34.35317275,Aj Jabalain,SD09051,12.674495,32.967693,46
South Kordofan,645,SD07,12.43421673,34.35317275,Aj Jabalain,SD09051,12.674495,32.967693,569
White Nile,1232,SD09,12.43421673,34.35317275,Aj Jabalain,SD09051,12.674495,32.967693,9012
Aj Jazirah,65,SD15,12.43421673,34.35317275,Al Gitaina,SD09050,14.472854,32.375079,578
Blue Nile,,SD08,12.43421673,34.35317275,Al Gitaina,SD09050,14.472854,32.375079,35
Khartoum,40610,SD01,12.43421673,34.35317275,Al Gitaina,SD09050,14.472854,32.375079,16144
Sennar,30,SD14,12.43421673,34.35317275,Al Gitaina,SD09050,14.472854,32.375079,68
White Nile,1232,SD09,12.43421673,34.35317275,Al Gitaina,SD09050,14.472854,32.375079,11555
Aj Jazirah,65,SD15,12.43421673,34.35317275,As Salam / Ar Rawat,SD09049,12.369001,32.309445,357
Blue Nile,,SD08,12.43421673,34.35317275,As Salam / Ar Rawat,SD09049,12.369001,32.309445,253
Khartoum,40610,SD01,12.43421673,34.35317275,As Salam / Ar Rawat,SD09049,12.369001,32.309445,51014
North Darfur,330,SD02,12.43421673,34.35317275,As Salam / Ar Rawat,SD09049,12.369001,32.309445,116
North Kordofan,3910,SD13,12.43421673,34.35317275,As Salam / Ar Rawat,SD09049,12.369001,32.309445,240
South Kordofan,645,SD07,12.43421673,34.35317275,As Salam / Ar Rawat,SD09049,12.369001,32.309445,55
White Nile,1232,SD09,12.43421673,34.35317275,As Salam / Ar Rawat,SD09049,12.369001,32.309445,700
Aj Jazirah,65,SD15,12.43421673,34.35317275,Guli,SD09052,13.322783,32.408424,2233
Khartoum,40610,SD01,12.43421673,34.35317275,Guli,SD09052,13.322783,32.408424,19654
North Kordofan,3910,SD13,12.43421673,34.35317275,Guli,SD09052,13.322783,32.408424,139
Sennar,30,SD14,12.43421673,34.35317275,Guli,SD09052,13.322783,32.408424,35
White Nile,1232,SD09,12.43421673,34.35317275,Guli,SD09052,13.322783,32.408424,3515
Aj Jazirah,65,SD15,12.43421673,34.35317275,Kosti,SD09047,12.896885,32.66677,26341
Blue Nile,,SD08,12.43421673,34.35317275,Kosti,SD09047,12.896885,32.66677,85
Central Darfur,900,SD06,12.43421673,34.35317275,Kosti,SD09047,12.896885,32.66677,23
Khartoum,40610,SD01,12.43421673,34.35317275,Kosti,SD09047,12.896885,32.66677,120054
North Darfur,330,SD02,12.43421673,34.35317275,Kosti,SD09047,12.896885,32.66677,328
North Kordofan,3910,SD13,12.43421673,34.35317275,Kosti,SD09047,12.896885,32.66677,3189
Sennar,30,SD14,12.43421673,34.35317275,Kosti,SD09047,12.896885,32.66677,820
South Darfur,2250,SD03,12.43421673,34.35317275,Kosti,SD09047,12.896885,32.66677,334
South Kordofan,645,SD07,12.43421673,34.35317275,Kosti,SD09047,12.896885,32.66677,1606
West Darfur,20855,SD04,12.43421673,34.35317275,Kosti,SD09047,12.896885,32.66677,75
White Nile,1232,SD09,12.43421673,34.35317275,Kosti,SD09047,12.896885,32.66677,1193
Aj Jazirah,65,SD15,12.43421673,34.35317275,Rabak,SD09046,13.405578,32.780542,21011
Blue Nile,,SD08,12.43421673,34.35317275,Rabak,SD09046,13.405578,32.780542,495
East Darfur,1250,SD05,12.43421673,34.35317275,Rabak,SD09046,13.405578,32.780542,430
Khartoum,40610,SD01,12.43421673,34.35317275,Rabak,SD09046,13.405578,32.780542,98758
North Darfur,330,SD02,12.43421673,34.35317275,Rabak,SD09046,13.405578,32.780542,120
North Kordofan,3910,SD13,12.43421673,34.35317275,Rabak,SD09046,13.405578,32.780542,805
Sennar,30,SD14,12.43421673,34.35317275,Rabak,SD09046,13.405578,32.780542,3541
South Darfur,2250,SD03,12.43421673,34.35317275,Rabak,SD09046,13.405578,32.780542,387
South Kordofan,645,SD07,12.43421673,34.35317275,Rabak,SD09046,13.405578,32.780542,785
West Kordofan,665,SD18,12.43421673,34.35317275,Rabak,SD09046,13.405578,32.780542,120
White Nile,1232,SD09,12.43421673,34.35317275,Rabak,SD09046,13.405578,32.780542,14593
Aj Jazirah,65,SD15,12.43421673,34.35317275,Tendalti,SD09048,12.967541,32.027342,1689
Blue Nile,,SD08,12.43421673,34.35317275,Tendalti,SD09048,12.967541,32.027342,21
Central Darfur,900,SD06,12.402911,23.364413,Tendalti,SD09048,12.967541,32.027342,120
East Darfur,1250,SD05,11.017195,26.409638,Tendalti,SD09048,12.967541,32.027342,117
Khartoum,40610,SD01,15.851318,32.843002,Tendalti,SD09048,12.967541,32.027342,10505
North Kordofan,3910,SD13,14.847728,29.761701,Tendalti,SD09048,12.967541,32.027342,1415
South Kordofan,645,SD07,11.293547,30.847982,Tendalti,SD09048,12.967541,32.027342,45
White Nile,1232,SD09,13.359391,32.316944,Tendalti,SD09048,12.967541,32.027342,1340
Aj Jazirah,65,SD15,14.589485,33.27362,Um Rimta,SD09045,14.593573,31.936371,662
Khartoum,40610,SD01,15.851318,32.843002,Um Rimta,SD09045,14.593573,31.936371,6239
North Kordofan,3910,SD13,14.847728,29.761701,Um Rimta,SD09045,14.593573,31.936371,40
White Nile,1232,SD09,13.359391,32.316944,Um Rimta,SD09045,14.593573,31.936371,1990
